频率(Hz) 周期(s)	区分此频率的每一个频率变化所需时间精度(s)	区分此频率下分成100份所需时间精度(s)
   1 	 1.000000000
   2 	 0.500000000 	 0.500000000 	 0.005050505
   3 	 0.333333333 	 0.166666667 	 0.003367003
   4 	 0.250000000 	 0.083333333 	 0.002525253
   5 	 0.200000000 	 0.050000000 	 0.002020202
   6 	 0.166666667 	 0.033333333 	 0.001683502
   7 	 0.142857143 	 0.023809524 	 0.001443001
   8 	 0.125000000 	 0.017857143 	 0.001262626
   9 	 0.111111111 	 0.013888889 	 0.001122334
  10 	 0.100000000 	 0.011111111 	 0.001010101
  11 	 0.090909091 	 0.009090909 	 0.000918274
  12 	 0.083333333 	 0.007575758 	 0.000841751
  13 	 0.076923077 	 0.006410256 	 0.000777001
  14 	 0.071428571 	 0.005494505 	 0.000721501
  15 	 0.066666667 	 0.004761905 	 0.000673401
  16 	 0.062500000 	 0.004166667 	 0.000631313
  17 	 0.058823529 	 0.003676471 	 0.000594177
  18 	 0.055555556 	 0.003267974 	 0.000561167
  19 	 0.052631579 	 0.002923977 	 0.000531632
  20 	 0.050000000 	 0.002631579 	 0.000505051
  21 	 0.047619048 	 0.002380952 	 0.000481000
  22 	 0.045454545 	 0.002164502 	 0.000459137
  23 	 0.043478261 	 0.001976285 	 0.000439174
  24 	 0.041666667 	 0.001811594 	 0.000420875
  25 	 0.040000000 	 0.001666667 	 0.000404040
  26 	 0.038461538 	 0.001538462 	 0.000388500
  27 	 0.037037037 	 0.001424501 	 0.000374111
  28 	 0.035714286 	 0.001322751 	 0.000360750
  29 	 0.034482759 	 0.001231527 	 0.000348311
  30 	 0.033333333 	 0.001149425 	 0.000336700
  31 	 0.032258065 	 0.001075269 	 0.000325839
  32 	 0.031250000 	 0.001008065 	 0.000315657
  33 	 0.030303030 	 0.000946970 	 0.000306091
  34 	 0.029411765 	 0.000891266 	 0.000297089
  35 	 0.028571429 	 0.000840336 	 0.000288600
  36 	 0.027777778 	 0.000793651 	 0.000280584
  37 	 0.027027027 	 0.000750751 	 0.000273000
  38 	 0.026315789 	 0.000711238 	 0.000265816
  39 	 0.025641026 	 0.000674764 	 0.000259000
  40 	 0.025000000 	 0.000641026 	 0.000252525
  41 	 0.024390244 	 0.000609756 	 0.000246366
  42 	 0.023809524 	 0.000580720 	 0.000240500
  43 	 0.023255814 	 0.000553710 	 0.000234907
  44 	 0.022727273 	 0.000528541 	 0.000229568
  45 	 0.022222222 	 0.000505051 	 0.000224467
  46 	 0.021739130 	 0.000483092 	 0.000219587
  47 	 0.021276596 	 0.000462535 	 0.000214915
  48 	 0.020833333 	 0.000443262 	 0.000210438
  49 	 0.020408163 	 0.000425170 	 0.000206143
  50 	 0.020000000 	 0.000408163 	 0.000202020
  51 	 0.019607843 	 0.000392157 	 0.000198059
  52 	 0.019230769 	 0.000377074 	 0.000194250
  53 	 0.018867925 	 0.000362845 	 0.000190585
  54 	 0.018518519 	 0.000349406 	 0.000187056
  55 	 0.018181818 	 0.000336700 	 0.000183655
  56 	 0.017857143 	 0.000324675 	 0.000180375
  57 	 0.017543860 	 0.000313283 	 0.000177211
  58 	 0.017241379 	 0.000302480 	 0.000174155
  59 	 0.016949153 	 0.000292227 	 0.000171204
  60 	 0.016666667 	 0.000282486 	 0.000168350
  61 	 0.016393443 	 0.000273224 	 0.000165590
  62 	 0.016129032 	 0.000264410 	 0.000162920
  63 	 0.015873016 	 0.000256016 	 0.000160333
  64 	 0.015625000 	 0.000248016 	 0.000157828
  65 	 0.015384615 	 0.000240385 	 0.000155400
  66 	 0.015151515 	 0.000233100 	 0.000153046
  67 	 0.014925373 	 0.000226142 	 0.000150761
  68 	 0.014705882 	 0.000219491 	 0.000148544
  69 	 0.014492754 	 0.000213129 	 0.000146391
  70 	 0.014285714 	 0.000207039 	 0.000144300
  71 	 0.014084507 	 0.000201207 	 0.000142268
  72 	 0.013888889 	 0.000195618 	 0.000140292
  73 	 0.013698630 	 0.000190259 	 0.000138370
  74 	 0.013513514 	 0.000185117 	 0.000136500
  75 	 0.013333333 	 0.000180180 	 0.000134680
  76 	 0.013157895 	 0.000175439 	 0.000132908
  77 	 0.012987013 	 0.000170882 	 0.000131182
  78 	 0.012820513 	 0.000166500 	 0.000129500
  79 	 0.012658228 	 0.000162285 	 0.000127861
  80 	 0.012500000 	 0.000158228 	 0.000126263
  81 	 0.012345679 	 0.000154321 	 0.000124704
  82 	 0.012195122 	 0.000150557 	 0.000123183
  83 	 0.012048193 	 0.000146929 	 0.000121699
  84 	 0.011904762 	 0.000143431 	 0.000120250
  85 	 0.011764706 	 0.000140056 	 0.000118835
  86 	 0.011627907 	 0.000136799 	 0.000117454
  87 	 0.011494253 	 0.000133654 	 0.000116104
  88 	 0.011363636 	 0.000130617 	 0.000114784
  89 	 0.011235955 	 0.000127681 	 0.000113494
  90 	 0.011111111 	 0.000124844 	 0.000112233
  91 	 0.010989011 	 0.000122100 	 0.000111000
  92 	 0.010869565 	 0.000119446 	 0.000109794
  93 	 0.010752688 	 0.000116877 	 0.000108613
  94 	 0.010638298 	 0.000114390 	 0.000107458
  95 	 0.010526316 	 0.000111982 	 0.000106326
  96 	 0.010416667 	 0.000109649 	 0.000105219
  97 	 0.010309278 	 0.000107388 	 0.000104134
  98 	 0.010204082 	 0.000105197 	 0.000103072
  99 	 0.010101010 	 0.000103072 	 0.000102030
 100 	 0.010000000 	 0.000101010 	 0.000101010
 101 	 0.009900990 	 0.000099010 	 0.000100010
 102 	 0.009803922 	 0.000097069 	 0.000099030
